Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,HEPPIGNIES,6220,0,house,house,100000,,2,59,,,,760,,,10651989,to renovate,https://www.immoweb.be/en/classified/house/for-sale/heppignies/6220/10651989
,Koekelberg,1081,1,house,mansion,595000,,6,318,,,,105,2,,10656978,good,https://www.immoweb.be/en/classified/mansion/for-sale/koekelberg/1081/10656978
,Lier,2500,1,house,mixed use building,325000,,3,190,,,,0,2,,10651289,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/lier/2500/10651289
,GUIGNIES,7620,1,house,villa,265000,,3,125,,,,1715,,,10652107,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/guignies/7620/10652107
,Eeklo,9900,1,house,house,203000,,3,125,1,,,70,2,,10649419,just renovated,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/10649419
,Ieper,8900,1,house,house,229000,,5,196,,,,414,3,,10658215,good,https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/10658215
,Namur Champion,5020,1,house,villa,550000,,4,156,1,1,3000,3251,4,,10656177,good,https://www.immoweb.be/en/classified/villa/for-sale/namur%20champion/5020/10656177
,Lendelede,8860,1,house,house,279000,,3,150,1,,,190,2,,10658651,as new,https://www.immoweb.be/en/classified/house/for-sale/lendelede/8860/10658651
,Zwevegem,8554,1,house,house,275000,,3,175,1,,,636,4,,10658160,to renovate,https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8554/10658160
,Destelbergen,9070,1,apartment,duplex,365250,,2,118,1,,,,2,,10660250,as new,https://www.immoweb.be/en/classified/duplex/for-sale/destelbergen/9070/10660250
,Hollebeke,8902,1,house,house,298000,,4,243,,,,304,3,,10658860,good,https://www.immoweb.be/en/classified/house/for-sale/hollebeke/8902/10658860
,Gent,9000,1,house,house,219000,,4,110,,,,52,2,,10658153,to be done up,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10658153
,Uccle,1180,1,apartment,apartment,1245000,,3,163,1,,,,2,,10660413,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10660413
,Messancy Wolkrange,6780,1,apartment,apartment,405536,,3,139,1,,,,,,10660396,,https://www.immoweb.be/en/classified/apartment/for-sale/messancy%20wolkrange/6780/10660396
,Deinze,9800,1,apartment,apartment,465000,,3,171,1,,,,,,10663070,as new,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663070
,Jambes,5100,1,apartment,apartment,296941,,2,96,1,,,,,,10659242,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659242
,Jambes,5100,1,apartment,apartment,285475,,2,99,,,,,,,10659244,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659244
,Uccle,1180,,apartment,apartment,279000,,2,82,1,,,,2,,10658829,good,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10658829
,Ixelles,1050,1,apartment,apartment,1275000,,3,163,1,,,,2,,10660411,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10660411
,Ixelles,1050,1,apartment,apartment,1295000,,3,163,1,,,,2,,10660410,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10660410
,Tournai,7500,1,apartment,apartment,135000,,2,79,,,,,2,,10659048,good,https://www.immoweb.be/en/classified/apartment/for-sale/tournai/7500/10659048
,Jambes,5100,1,apartment,ground floor,310772,,2,95,1,1,106,,,,10659237,,https://www.immoweb.be/en/classified/ground-floor/for-sale/jambes/5100/10659237
,Jambes,5100,1,apartment,apartment,296941,,2,96,1,,,,,,10659240,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659240
,Jambes,5100,1,apartment,ground floor,315152,,2,97,1,1,105,,,,10659236,,https://www.immoweb.be/en/classified/ground-floor/for-sale/jambes/5100/10659236
,Jambes,5100,1,apartment,ground floor,303510,,2,91,1,1,117,,,,10659238,,https://www.immoweb.be/en/classified/ground-floor/for-sale/jambes/5100/10659238
,Deurne,2100,1,apartment,apartment,275000,,3,85,1,,,,2,,10657815,as new,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/10657815
,Jambes,5100,1,apartment,apartment,323964,,2,106,1,,,,,,10659243,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659243
,Jambes,5100,1,apartment,apartment,332881,,2,108,1,,,,,,10659241,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659241
,Schaerbeek,1030,1,apartment,duplex,469000,,3,130,1,,,,2,,10657770,as new,https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/10657770
,Jambes,5100,1,apartment,apartment,332881,,2,108,1,,,,,,10659239,,https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/10659239
,Gent,9000,0,apartment,penthouse,698000,,2,,1,,,,4,,10645770,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/10645770
,Namur,5100,1,apartment,penthouse,850000,,3,220,1,,,,2,,10646797,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5100/10646797
,Ieper,8900,1,house,house,320000,,3,145,,1,147,241,3,,10659046,as new,https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/10659046
,Ninove,9400,0,apartment,duplex,170000,,3,130,,,,,2,,10643160,to renovate,https://www.immoweb.be/en/classified/duplex/for-sale/ninove/9400/10643160
,Gent,9000,1,apartment,ground floor,265000,,1,37,,,,,3,,10664606,,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/10664606
,Berlare,9290,1,house,house,299000,,3,168,1,,,243,2,,10657790,good,https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/10657790
,Uccle,1180,1,apartment,penthouse,1350000,,3,179,1,,,,4,,10666739,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10666739
,Gent,9000,1,apartment,flat studio,265000,,1,37,,,,,3,,10664605,,https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/10664605
,Brussel,1000,1,apartment,ground floor,395000,,2,92,1,1,50,,2,,10665503,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/brussel/1000/10665503
,Forest,1190,1,apartment,apartment,420000,,2,114,1,,,,2,,10581242,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10581242
,HERSELT,2230,1,apartment,apartment,405000,,3,159,1,,,,4,,10666437,,https://www.immoweb.be/en/classified/apartment/for-sale/herselt/2230/10666437
,Boekhoute,9961,1,house,house,379000,,3,180,,,,1249,3,,10658203,good,https://www.immoweb.be/en/classified/house/for-sale/boekhoute/9961/10658203
,Bruxelles,1000,1,apartment,apartment,350000,,2,92,1,,,,3,,10665340,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10665340
,Oostduinkerke,8670,1,apartment,apartment,3095000,,2,274,,,,,2,,10664478,,https://www.immoweb.be/en/classified/apartment/for-sale/oostduinkerke/8670/10664478
,Ganshoren,1083,1,house,apartment block,875000,,8,470,,,,515,2,,10658473,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/ganshoren/1083/10658473
,Rochefort,5580,1,house,house,329000,,4,242,1,1,5077,5077,4,,10658126,good,https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/10658126
,St-Pieters-Leeuw,1600,1,house,house,449000,,3,155,1,1,200,450,3,,10658259,as new,https://www.immoweb.be/en/classified/house/for-sale/st-pieters-leeuw/1600/10658259
,Deerlijk,8540,1,house,house,399000,,6,334,,,,867,3,,10659074,good,https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/10659074
,Schelle,2627,1,house,house,259000,,3,165,1,,,0,,,10663405,to renovate,https://www.immoweb.be/en/classified/house/for-sale/schelle/2627/10663405
,Peruwelz,7600,,house,house,140000,,3,144,1,,,343,3,,10665342,as new,https://www.immoweb.be/en/classified/house/for-sale/peruwelz/7600/10665342
,Neufchâteau,6840,,house,house,250000,,11,566,,,,665,2,,10664794,to renovate,https://www.immoweb.be/en/classified/house/for-sale/neufch%C3%A2teau/6840/10664794
,Hofstade,9308,1,house,house,269000,,3,184,,1,182,295,,,10664352,good,https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/10664352
,Zwevegem,8550,1,house,house,269000,,3,119,1,1,60,171,,,10664716,as new,https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/10664716
,Villers-le-Bouillet,4530,,house,exceptional property,439000,,4,176,,,,2636,3,,10665269,just renovated,https://www.immoweb.be/en/classified/exceptional-property/for-sale/villers-le-bouillet/4530/10665269
,SAINT-GEORGES-SUR-MEUSE,4470,1,house,house,40000,isLifeAnnuitySale,2,120,1,,,1081,4,,10553666,good,https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/10553666
,Braine-l'Alleud,1420,1,house,villa,680000,,4,200,1,1,300,545,4,1,10665861,as new,https://www.immoweb.be/en/classified/villa/for-sale/braine-l%27alleud/1420/10665861
,Tielt,8700,1,house,villa,399000,,3,199,1,,,582,,,10664463,as new,https://www.immoweb.be/en/classified/villa/for-sale/tielt/8700/10664463
,Ougrée,4102,0,house,house,85000,,2,100,1,,,0,3,,10635703,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ougr%C3%A9e/4102/10635703
,Aiseau-Presles,6250,1,house,house,40000,isLifeAnnuitySale,2,100,,,,520,4,,10453366,good,https://www.immoweb.be/en/classified/house/for-sale/aiseau-presles/6250/10453366
,Sprimont,4140,1,house,chalet,89000,isUnderOption,1,42,1,1,40,184,4,,10547828,to be done up,https://www.immoweb.be/en/classified/chalet/for-sale/sprimont/4140/10547828
,Wichelen,9260,,house,exceptional property,335000,,3,200,1,,,347,4,,10650973,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/wichelen/9260/10650973
,Lasne,1380,,house,house,550000,,4,207,1,1,311,4800,2,,10664029,to renovate,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/10664029
,AMPSIN,4540,0,house,house,115000,isUnderOption,2,90,1,1,1250,1539,3,,10223743,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ampsin/4540/10223743
,Monceau-sur-Sambre,6031,0,house,house,105000,isUnderOption,2,110,1,,,85,2,,10381155,to be done up,https://www.immoweb.be/en/classified/house/for-sale/monceau-sur-sambre/6031/10381155
,Trooz,4870,0,house,house,129000,,3,90,,1,60,330,3,,10454977,to renovate,https://www.immoweb.be/en/classified/house/for-sale/trooz/4870/10454977
,Liège,4000,0,house,house,90000,,2,131,,1,40,98,3,,10632463,to renovate,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10632463
,Couillet,6010,0,house,house,129000,isUnderOption,5,179,1,1,137,240,2,,10567445,to renovate,https://www.immoweb.be/en/classified/house/for-sale/couillet/6010/10567445
,Nivelles,1400,1,apartment,apartment,220000,,2,80,1,,,,,,10592198,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/10592198
,Trooz,4870,1,house,house,139000,isUnderOption,3,100,1,1,80,2221,3,,10393298,to renovate,https://www.immoweb.be/en/classified/house/for-sale/trooz/4870/10393298
,Ronse,9600,1,apartment,apartment,265000,,2,110,1,,,,2,,10461555,,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/10461555
,Quaregnon,7390,1,house,house,99000,,2,85,1,1,85,180,2,,10462591,to be done up,https://www.immoweb.be/en/classified/house/for-sale/quaregnon/7390/10462591
,Bruxelles,1000,1,apartment,apartment,269000,,1,65,1,,,,2,,10649090,,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10649090
,MOGIMONT,6833,0,house,house,135000,isUnderOption,4,155,,,,1350,4,,10340386,to renovate,https://www.immoweb.be/en/classified/house/for-sale/mogimont/6833/10340386
,LIEGE,4000,1,house,house,130000,,3,60,,,,43,3,,10489743,to renovate,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/10489743
,Soignies,7060,1,apartment,apartment,174000,,1,61,1,,,,3,,10512046,as new,https://www.immoweb.be/en/classified/apartment/for-sale/soignies/7060/10512046
,Ronse,9600,1,apartment,apartment,245000,,2,94,1,,,,2,,10461556,,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/10461556
,Mechelen,2812,1,apartment,apartment,295000,,2,211,1,,,,2,,10650487,good,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2812/10650487
,Ixelles,1050,1,apartment,flat studio,395000,,0,48,1,,,,,,10582156,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/10582156
,Bruxelles,1000,1,apartment,apartment,272000,,1,66,1,,,,2,,10649088,,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10649088
,Herselt,2230,,apartment,apartment,289045,,1,93,1,,,,2,,10555070,as new,https://www.immoweb.be/en/classified/apartment/for-sale/herselt/2230/10555070
,Bruxelles,1000,1,apartment,flat studio,395000,,0,48,1,,,,,,10560962,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10560962
,Dilbeek,1700,1,apartment,service flat,320000,,2,128,1,,,,2,,10593602,as new,https://www.immoweb.be/en/classified/service-flat/for-sale/dilbeek/1700/10593602
,Bruxelles,1000,1,apartment,apartment,476000,,3,126,1,,,,2,,10649089,,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10649089
,Liege,4000,1,apartment,apartment,455000,,3,156,1,,,,2,,10503218,as new,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/10503218
,Liege,4000,1,apartment,apartment,320000,,2,97,1,,,,2,,10503220,as new,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/10503220
,Sterrebeek,1933,1,apartment,ground floor,1095000,,3,169,1,1,137,,2,,8950258,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/sterrebeek/1933/8950258
,Sterrebeek,1933,1,apartment,ground floor,1295000,,4,195,1,1,205,,2,,8950259,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/sterrebeek/1933/8950259
,Liège Rocourt,4000,1,apartment,ground floor,260000,,3,104,1,1,104,,2,,10656186,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/li%C3%A8ge%20rocourt/4000/10656186
,Knokke-Heist,8300,,apartment,apartment,1595000,,3,120,1,,,,2,,10648700,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10648700
,Uccle,1180,1,apartment,apartment,710000,,3,142,1,,,,4,,10598247,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10598247
,Ixelles,1050,1,apartment,apartment,265000,,1,50,,,,,,,10653941,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10653941
,Uccle,1180,1,apartment,apartment,450000,,2,105,1,,,,2,,10654226,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10654226
,Nazareth,9810,1,apartment,ground floor,317000,,2,80,1,1,125,,2,,10656469,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/nazareth/9810/10656469
,Antwerp,2000,1,apartment,apartment,3200000,,2,237,1,,,,,,9983434,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/9983434
,Uccle,1180,1,apartment,ground floor,635000,,2,108,1,1,73,,,,10588450,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/10588450
,Mechelen,2800,,apartment,apartment,559000,,3,120,1,,,,,,10653803,,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/10653803
,Westende,8434,1,apartment,apartment,99000,,1,25,1,,,,,,10639726,good,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/10639726
,Ixelles,1050,1,apartment,apartment,1420000,,2,180,1,,,,3,,8902829,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8902829
,Woluwe-Saint-Lambert,1200,,apartment,duplex,379000,,3,125,1,,,,2,,10653538,to be done up,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/10653538
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,430000,,4,134,1,,,,3,,10639301,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10639301
,VILLERS-LE-TEMPLE,4550,0,house,bungalow,139500,isUnderOption,1,92,1,,,50,4,,10597360,to renovate,https://www.immoweb.be/en/classified/bungalow/for-sale/villers-le-temple/4550/10597360
,Charleroi,6060,1,house,house,142000,isUnderOption,3,95,1,1,200,248,3,,10506669,to renovate,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6060/10506669
,Liège,4000,1,house,house,148000,,2,75,,1,29,72,2,,10594467,good,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10594467
,Herstal,4040,1,house,house,159000,,4,137,1,1,130,105,2,,10622583,to be done up,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/10622583
,Mouscron,7700,1,house,house,159000,,2,125,1,1,40,110,2,,10393880,to be done up,https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/10393880
,Trooz,4870,1,house,house,149000,isUnderOption,3,98,1,,,124,3,,10454970,to be done up,https://www.immoweb.be/en/classified/house/for-sale/trooz/4870/10454970
,Ougrée,4102,1,house,house,169000,isUnderOption,4,128,1,,,85,2,,10181575,to be done up,https://www.immoweb.be/en/classified/house/for-sale/ougr%C3%A9e/4102/10181575
,SAINT-GEORGES-SUR-MEUSE,4470,1,house,house,165000,isUnderOption,3,110,1,1,150,785,3,,10582979,good,https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/10582979
,Boezinge,8904,,house,house,165000,,3,160,,,,199,3,,10309693,to renovate,https://www.immoweb.be/en/classified/house/for-sale/boezinge/8904/10309693
,Sint-Niklaas,9100,1,house,house,159000,,2,66,1,,,42,2,,10264204,to be done up,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/10264204
,Liège,4000,1,house,mixed use building,149000,,2,157,,,,64,3,,10219123,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/li%C3%A8ge/4000/10219123
,Courcelles,6180,1,house,house,160000,isUnderOption,4,,1,1,70,267,2,,10019706,to be done up,https://www.immoweb.be/en/classified/house/for-sale/courcelles/6180/10019706
,AMPSIN,4540,0,house,house,159500,isUnderOption,5,200,1,1,1250,1694,3,,10309869,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ampsin/4540/10309869
,Montegnee,4420,1,house,house,169000,isUnderOption,2,121,1,,,200,2,,10399327,to be done up,https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/10399327
,Ougrée,4102,1,house,house,169000,isUnderOption,5,128,1,,,85,2,,9388126,to be done up,https://www.immoweb.be/en/classified/house/for-sale/ougr%C3%A9e/4102/9388126
,Rochefort Jemelle,5580,0,house,mixed use building,169000,,3,260,1,,,252,2,,10550943,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rochefort%20jemelle/5580/10550943
,La Louvière Houdeng-Goegnies,7110,0,house,mansion,169000,,3,172,1,,,270,2,,10090136,to be done up,https://www.immoweb.be/en/classified/mansion/for-sale/la%20louvi%C3%A8re%20houdeng-goegnies/7110/10090136
,Ronse,9600,1,house,house,160000,,3,305,,,,407,2,,10621604,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10621604
,Fosses-la-Ville,5070,1,house,house,175000,isUnderOption,2,130,1,,,127,3,,10587413,just renovated,https://www.immoweb.be/en/classified/house/for-sale/fosses-la-ville/5070/10587413
,Ans,4430,1,house,house,175000,isUnderOption,3,145,,1,175,296,3,,10464471,good,https://www.immoweb.be/en/classified/house/for-sale/ans/4430/10464471
,Herstal,4040,,house,house,189000,,3,105,1,1,40,152,3,,10617894,good,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/10617894
,Villers-le-Bouillet,4520,0,house,country cottage,189000,isUnderOption,3,129,,1,1100,1225,3,,10505831,to renovate,https://www.immoweb.be/en/classified/country-cottage/for-sale/villers-le-bouillet/4520/10505831
,Chaumont-Gistoux,1325,1,apartment,duplex,885000,isUnderOption,3,305,1,,,,,,10659380,,https://www.immoweb.be/en/classified/duplex/for-sale/chaumont-gistoux/1325/10659380
,OMBRET,4540,1,house,house,179000,isUnderOption,3,130,1,1,300,680,4,,10510234,good,https://www.immoweb.be/en/classified/house/for-sale/ombret/4540/10510234
,Habergy,6782,0,house,house,185000,,5,204,1,,,291,2,,10501101,to renovate,https://www.immoweb.be/en/classified/house/for-sale/habergy/6782/10501101
,SINT-MARIA-HOREBEKE,9667,1,house,country cottage,180000,,2,100,,,,380,,,10115578,,https://www.immoweb.be/en/classified/country-cottage/for-sale/sint-maria-horebeke/9667/10115578
,Hoegaarden,3320,1,house,house,195000,,3,166,,,,156,3,,10036804,to renovate,https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/10036804
,Wetteren,9230,1,house,house,175000,,3,103,,,,70,2,,10637049,to be done up,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10637049
,Montegnee,4420,1,house,house,180000,,2,111,1,1,100,267,3,,10399328,to be done up,https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/10399328
,Ouffet,4590,1,house,house,189000,isUnderOption,4,198,1,,,904,3,,10348407,good,https://www.immoweb.be/en/classified/house/for-sale/ouffet/4590/10348407
,Gent,9000,1,apartment,penthouse,1079500,,3,132,1,,,,,,10644094,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/10644094
,Charleroi,6000,1,house,house,189000,isUnderOption,4,115,1,,,213,3,,10594338,good,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/10594338
,Antwerp,2018,1,apartment,apartment,349000,,1,70,1,,,,2,,10642802,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/10642802
,Gent,9000,1,apartment,apartment,365000,,2,94,1,,,,,,10665922,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10665922
,Gent,9000,1,apartment,apartment,312000,,1,78,1,,,,,,10665921,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10665921
,Zwijnaarde,9052,1,apartment,apartment,340000,,2,91,1,,,,,,10665935,as new,https://www.immoweb.be/en/classified/apartment/for-sale/zwijnaarde/9052/10665935
